DFO Area,Species Name,SMU Name,SMU Full Index,SMU Life History Type,CU Name,CU Common Name,CU Full Index,CU Life History Type,CU Type,DU Name,DU Number,DU Full Index,DU Acronym
NORTH COAST,Sockeye,SKEENA SOCKEYE SALMON,SEL-NC-02,Lake Type,PRUDHOMME,Prudhomme,SEL-19-49,Lake Type,Current,Prudhomme,137,SEL-DU-137,
NORTH COAST,Sockeye,CENTRAL COAST SOCKEYE SALMON,SEL-NC-03,Lake Type,POWLES CREEK,Powles Creek,SEL-19-47,Lake Type,Current,Powles,136,SEL-DU-136,
NORTH COAST,Sockeye,CENTRAL COAST SOCKEYE SALMON,SEL-NC-03,Lake Type,PORT JOHN,Port John,SEL-19-46,Lake Type,Current,Port John,135,SEL-DU-135,
NORTH COAST,Sockeye,CENTRAL COAST SOCKEYE SALMON,SEL-NC-03,Lake Type,NAMU,Namu,SEL-19-45,Lake Type,Current,Namu,134,SEL-DU-134,
NORTH COAST,Sockeye,CENTRAL COAST SOCKEYE SALMON,SEL-NC-03,Lake Type,MIKADO,Mikado,SEL-19-43,Lake Type,Current,Mikado,133,SEL-DU-133,
NORTH COAST,Sockeye,CENTRAL COAST SOCKEYE SALMON,SEL-NC-03,Lake Type,MARY COVE CREEK,Mary Cove Creek,SEL-19-40,Lake Type,Current,Mary Cove,132,SEL-DU-132,
NORTH COAST,Sockeye,CENTRAL COAST SOCKEYE SALMON,SEL-NC-03,Lake Type,LIMESTONE CREEK,Limestone Creek,SEL-19-38,Lake Type,Current,Limestone,131,SEL-DU-131,
NORTH COAST,Sockeye,CENTRAL COAST SOCKEYE SALMON,SEL-NC-03,Lake Type,KWAKWA CREEK,Kwakwa Creek,SEL-19-36,Lake Type,Current,Kwakwa,130,SEL-DU-130,
NORTH COAST,Sockeye,CENTRAL COAST SOCKEYE SALMON,SEL-NC-03,Lake Type,KOORYET,Kooryet,SEL-19-34,Lake Type,Current,Kooryet,129,SEL-DU-129,
NORTH COAST,Sockeye,CENTRAL COAST SOCKEYE SALMON,SEL-NC-03,Lake Type,KOEYE,Koeye,SEL-19-33,Lake Type,Current,Koeye,128,SEL-DU-128,
NORTH COAST,Sockeye,CENTRAL COAST SOCKEYE SALMON,SEL-NC-03,Lake Type,KISAMEET,Kisameet,SEL-19-32,Lake Type,Current,Kisameet,127,SEL-DU-127,
NORTH COAST,Sockeye,CENTRAL COAST SOCKEYE SALMON,SEL-NC-03,Lake Type,KILDIDT LAGOON CREEK,Kildidt Lagoon Creek,SEL-19-31,Lake Type,Current,Kildidt Lagoon,126,SEL-DU-126,
NORTH COAST,Sockeye,CENTRAL COAST SOCKEYE SALMON,SEL-NC-03,Lake Type,KENT INLET LAGOON CREEK,Kent Inlet Lagoon Creek,SEL-19-27,Lake Type,Current,Kent Inlet,125,SEL-DU-125,
NORTH COAST,Sockeye,CENTRAL COAST SOCKEYE SALMON,SEL-NC-03,Lake Type,KEECHA,Keecha,SEL-19-26,Lake Type,Current,Keesha,124,SEL-DU-124,
NORTH COAST,Sockeye,CENTRAL COAST SOCKEYE SALMON,SEL-NC-03,Lake Type,KDELMASHAN CREEK,Kdelmashan Creek,SEL-19-25,Lake Type,Current,Kdelmashan,123,SEL-DU-123,
NORTH COAST,Sockeye,CENTRAL COAST SOCKEYE SALMON,SEL-NC-03,Lake Type,HIGGINS LAGOON,Higgins Lagoon,SEL-19-23,Lake Type,Current,Higgins Lagoon,122,SEL-DU-122,
NORTH COAST,Sockeye,CENTRAL COAST SOCKEYE SALMON,SEL-NC-03,Lake Type,FREEDA/BRODIE,Freeda/Brodie,SEL-19-20,Lake Type,Current,Freeda/ Brodie,121,SEL-DU-121,
NORTH COAST,Sockeye,CENTRAL COAST SOCKEYE SALMON,SEL-NC-03,Lake Type,END HILL CREEK,End Hill Creek,SEL-19-18,Lake Type,Current,End Hill,120,SEL-DU-120,
NORTH COAST,Sockeye,CENTRAL COAST SOCKEYE SALMON,SEL-NC-03,Lake Type,ELSIE/HOY,Elsie/Hoy,SEL-19-17,Lake Type,Current,Elsie/Hoy,119,SEL-DU-119,
NORTH COAST,Sockeye,CENTRAL COAST SOCKEYE SALMON,SEL-NC-03,Lake Type,DEVON,Devon,SEL-19-14,Lake Type,Current,Devon,118,SEL-DU-118,
NORTH COAST,Sockeye,CENTRAL COAST SOCKEYE SALMON,SEL-NC-03,Lake Type,CURTIS INLET,Curtis Inlet,SEL-19-11,Lake Type,Current,Curtis,117,SEL-DU-117,
NORTH COAST,Sockeye,CENTRAL COAST SOCKEYE SALMON,SEL-NC-03,Lake Type,FANNIE COVE,Fannie Cove,SEL-19-10,Lake Type,Current,Fannie,116,SEL-DU-116,
NORTH COAST,Sockeye,CENTRAL COAST SOCKEYE SALMON,SEL-NC-03,Lake Type,TUWARTZ,Tuwartz,SEL-19-09,Lake Type,Current,Tuwartz,115,SEL-DU-115,
NORTH COAST,Sockeye,CENTRAL COAST SOCKEYE SALMON,SEL-NC-03,Lake Type,BONILLA,Bonilla,SEL-19-04,Lake Type,Current,Bonilla,114,SEL-DU-114,
NORTH COAST,Sockeye,CENTRAL COAST SOCKEYE SALMON,SEL-NC-03,Lake Type,BOLTON CREEK,Bolton Creek,SEL-19-03,Lake Type,Current,Bolton,113,SEL-DU-113,
NORTH COAST,Sockeye,CENTRAL COAST SOCKEYE SALMON,SEL-NC-03,Lake Type,BLOOMFIELD,Bloomfield,SEL-19-02,Lake Type,Current,Bloomfield,112,SEL-DU-112,
NORTH COAST,Sockeye,CENTRAL COAST SOCKEYE SALMON,SEL-NC-03,Lake Type,BANKS,Banks,SEL-19-01,Lake Type,Current,Banks,111,SEL-DU-111,
NORTH COAST,Sockeye,CENTRAL COAST SOCKEYE SALMON,SEL-NC-03,Lake Type,PINE RIVER,Pine River,SEL-18-09,Lake Type,Current,Pine,110,SEL-DU-110,
NORTH COAST,Sockeye,CENTRAL COAST SOCKEYE SALMON,SEL-NC-03,Lake Type,KITLOPE,Kitlope,SEL-18-08,Lake Type,Current,Kitlope,109,SEL-DU-109,
NORTH COAST,Sockeye,CENTRAL COAST SOCKEYE SALMON,SEL-NC-03,Lake Type,KITKIATA,Kitkiata,SEL-18-07,Lake Type,Current,Kitkatla,108,SEL-DU-108,
NORTH COAST,Sockeye,CENTRAL COAST SOCKEYE SALMON,SEL-NC-03,Lake Type,KIMSQUIT,Kimsquit,SEL-18-06,Lake Type,Current,Kimsquit,107,SEL-DU-107,
NORTH COAST,Sockeye,CENTRAL COAST SOCKEYE SALMON,SEL-NC-03,Lake Type,KAINET CREEK,Kainet Creek,SEL-18-05,Lake Type,Current,Kainet,106,SEL-DU-106,
NORTH COAST,Sockeye,CENTRAL COAST SOCKEYE SALMON,SEL-NC-03,Lake Type,EVELYN,Evelyn,SEL-18-04,Lake Type,Current,Evelyn,105,SEL-DU-105,
NORTH COAST,Sockeye,CENTRAL COAST SOCKEYE SALMON,SEL-NC-03,Lake Type,CANOONA,Canoona,SEL-18-02,Lake Type,Current,Canoona,104,SEL-DU-104,
NORTH COAST,Sockeye,HAIDA GWAII SOCKEYE SALMON,SEL-NC-01,Lake Type,YAKOUN,Yakoun,SEL-17-09,Lake Type,Current,Yakoun,96,SEL-DU-96,
NORTH COAST,Sockeye,HAIDA GWAII SOCKEYE SALMON,SEL-NC-01,Lake Type,SKIDEGATE,Skidegate,SEL-17-08,Lake Type,Current,Skidegate,99,SEL-DU-99,
NORTH COAST,Sockeye,HAIDA GWAII SOCKEYE SALMON,SEL-NC-01,Lake Type,MERCER,Mercer,SEL-17-07,Lake Type,Current,Mercer,91,SEL-DU-91,
NORTH COAST,Sockeye,HAIDA GWAII SOCKEYE SALMON,SEL-NC-01,Lake Type,MATHERS,Mathers,SEL-17-06,Lake Type,Current,Mathers,98,SEL-DU-98,
NORTH COAST,Sockeye,HAIDA GWAII SOCKEYE SALMON,SEL-NC-01,Lake Type,JALUN,Jalun,SEL-17-04,Lake Type,Current,Jalun,95,SEL-DU-95,
NORTH COAST,Sockeye,HAIDA GWAII SOCKEYE SALMON,SEL-NC-01,Lake Type,FAIRFAX,Fairfax,SEL-17-03,Lake Type,Current,Fairfax,92,SEL-DU-92,
NORTH COAST,Sockeye,HAIDA GWAII SOCKEYE SALMON,SEL-NC-01,Lake Type,AWUN,Awun,SEL-17-02,Lake Type,Current,Awun,94,SEL-DU-94,
NORTH COAST,Sockeye,HAIDA GWAII SOCKEYE SALMON,SEL-NC-01,Lake Type,AIN/SKUNDALE/IAN,Ain/Skundale/Ian,SEL-17-01,Lake Type,Current,Ain/Skundale/Ian,93,SEL-DU-93,
NORTH COAST,Sockeye,RIVERS/SMITH SOCKEYE SALMON,SEL-NC-05,Lake Type,SOUTH ATNARKO LAKES,South Atnarko Lakes,SEL-16-01,Lake Type,Current,S Atnarko,103,SEL-DU-103,
NORTH COAST,Sockeye,RIVERS/SMITH SOCKEYE SALMON,SEL-NC-05,Lake Type,WANNOCK[OWIKENO],Wannock[Owikeno],SEL-15-04,Lake Type,Current,Wannock,102,SEL-DU-102,
NORTH COAST,Sockeye,RIVERS/SMITH SOCKEYE SALMON,SEL-NC-05,Lake Type,OWIKENO,Owikeno,SEL-15-02,Lake Type,Current,Owikeno,101,SEL-DU-101,
NORTH COAST,Sockeye,,,,NILKITKWA,,SEL-21-08,Lake Type,Deprecated,,,,
NORTH COAST,Sockeye,SKEENA SOCKEYE SALMON,SEL-NC-02,Lake Type,SWAN,,SEL-21-10,Lake Type,Deprecated,,,,
SOUTH COAST,Chinook,MIDDLE GEORGIA STRAIT CHINOOK SALMON,CK-SC-02,,SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x,Southern Mainland-Georgia Strait_FA_0.x,CK-20,,Current,"South Coast - Georgia Strait, Ocean, Fall",18,CK-DU-18,SC+GStr/Ocean/Fall
SOUTH COAST,Chinook,,,,SOUTHERN BC-CROSS-CU SUPPLEMENTATION EXCLUSION,Southern BC-Cross-Cu Supplementation Exclusion,CK-9007,,Bin,,,,
SOUTH COAST,Chinook,,,,SOUTH-MISCELLANEOUS,South-Miscellaneous,CK-9005,,Bin,,,,
SOUTH COAST,Chinook,MIDDLE GEORGIA STRAIT CHINOOK SALMON,CK-SC-02,,EAST VANCOUVER ISLAND-GEORGIA STRAIT_SU_0.3,East Vancouver Island-Georgia Strait_SU_0.3,CK-83,,Current,"East Vancouver Island, Ocean, Summer",20,CK-DU-20,EVI+GStr/Ocean/Summer
SOUTH COAST,Chinook,MAINLAND INLET CHINOOK SALMON,CK-SC-04,,KLINAKLINI_SU_1.3,Klinaklini_SU_1.3,CK-35,,Current,"Southern Mainland, Stream, Summer population",28,CK-DU-28,HK+SFj/Stream/Summer
SOUTH COAST,Chinook,MAINLAND INLET CHINOOK SALMON,CK-SC-04,,HOMATHKO_SU_x.x,Homathko_SU_x.x,CK-34,,Current,"Southern Mainland, Ocean, Summer population",27,CK-DU-27,HK+SFj/Ocean/Summer
SOUTH COAST,Chinook,WCVI CHINOOK SALMON,CK-SC-05,,WEST VANCOUVER ISLAND-NORTH_FA_0.x,West Vancouver Island-North_FA_0.x,CK-33,,Current,"West Vancouver Island-North, Ocean, Fall",26,CK-DU-26,WVI+WHG/Ocean/Fall
SOUTH COAST,Chinook,WCVI CHINOOK SALMON,CK-SC-05,,WEST VANCOUVER ISLAND-NOOTKA AND KYUQUOT_FA_0.x,West Vancouver Island-Nootka and Kyuquot_FA_0.x,CK-32,,Current,"West Vancouver Island-Nootka and Kyuquot, Ocean, Fall",25,CK-DU-25,WVI/Ocean/Fall (Nootka and Kyuquot)
SOUTH COAST,Chinook,WCVI CHINOOK SALMON,CK-SC-05,,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,West Vancouver Island-South_FA_0.x,CK-31,,Current,"West Vancouver Island-South, Ocean, Fall",24,CK-DU-24,WVI/Ocean/Fall (South)
SOUTH COAST,Chinook,UPPER GEORGIA STRAIT CHINOOK SALMON,CK-SC-29,,EAST VANCOUVER ISLAND-NORTH_FA_0.x,East Vancouver Island-North_FA_0.x,CK-29,,Current,"East Vancouver Island-North, Ocean, Fall",23,CK-DU-23,EVI+SFj/Ocean/Fall
SOUTH COAST,Chinook,MAINLAND INLET CHINOOK SALMON,CK-SC-04,,SOUTHERN MAINLAND-SOUTHERN FJORDS_FA_0.x,Southern Mainland-Southern Fjords_FA_0.x,CK-28,,Current,"South Coast - Southern Fjords, Ocean, Fall",22,CK-DU-22,SC+SFj/Ocean/Fall
SOUTH COAST,Chinook,MIDDLE GEORGIA STRAIT CHINOOK SALMON,CK-SC-02,,EAST VANCOUVER ISLAND-QUALICUM AND PUNTLEDGE_FA_0.x,East Vancouver Island-Qualicum and Puntledge_FA_0.x,CK-27,,Current,"East Vancouver Island, Ocean, Fall",21,CK-DU-21,EVI+GStr/Ocean/Fall
SOUTH COAST,Chinook,LOWER GEORGIA STRAIT CHINOOK SALMON,CK-SC-01,,EAST VANCOUVER ISLAND-NANAIMO AND CHEMAINUS_FA_0.x,East Vancouver Island-Nanaimo and Chemainus_FA_0.x,CK-25,,Current,"East Vancouver Island, Ocean, Fall",21,CK-DU-21,EVI+GStr/Ocean/Fall
SOUTH COAST,Chinook,LOWER GEORGIA STRAIT CHINOOK SALMON,CK-SC-01,,EAST VANCOUVER ISLAND-COWICHAN AND KOKSILAH_FA_0.x,East Vancouver Island-Cowichan and Koksilah_FA_0.x,CK-22,,Current,"East Vancouver Island, Ocean, Fall",21,CK-DU-21,EVI+GStr/Ocean/Fall
SOUTH COAST,Chinook,LOWER GEORGIA STRAIT CHINOOK SALMON,CK-SC-01,,EAST VANCOUVER ISLAND-GOLDSTREAM_FA_0.x,East Vancouver Island-Goldstream_FA_0.x,CK-21,,Current,"East Vancouver Island, Ocean, Fall",21,CK-DU-21,EVI+GStr/Ocean/Fall
SOUTH COAST,Chinook,,,,PORT SAN JUAN,,CK-30,,Deprecated,,,,
SOUTH COAST,Chinook,,,,EAST VANCOUVER ISLAND-PUNTLEDGE-SUMMER TIMING,,CK-26,,Deprecated,,,,
SOUTH COAST,Chinook,,,,HATCHERY EXCLUSION-BARKLEY SOUND,,CK-9001,,Deprecated(Bin),,,,
SOUTH COAST,Chinook,,,,EAST VANCOUVER ISLAND-NANAIMO AND CHEMAINUS SUMMER TIMING,,CK-24,,Deprecated,,,,
SOUTH COAST,Chinook,MIDDLE GEORGIA STRAIT CHINOOK SALMON,CK-SC-02,,EAST VANCOUVER ISLAND-NANAIMO_SP_1.x,,CK-23,,Deprecated,"East Vancouver Island, Stream, Spring",19,CK-DU-19,EVI+GStr/Stream/Spring
SOUTH COAST,Chum,WCVI CHUM SALMON,CM-SC-02,,NORTHWEST VANCOUVER ISLAND,Northwest Vancouver Island,CM-11,,Current,,,,
SOUTH COAST,Chum,INNER SOUTH COAST CHUM SALMON,CM-SC-01,,NORTHEAST VANCOUVER ISLAND,Northeast Vancouver Island,CM-05,,Current,,,,
SOUTH COAST,Chum,INNER SOUTH COAST CHUM SALMON,CM-SC-01,,HOWE SOUND-BURRARD INLET,Howe Sound-Burrard Inlet,CM-03,,Current,,,,
SOUTH COAST,Chum,INNER SOUTH COAST CHUM SALMON,CM-SC-01,,SOUTHERN COASTAL STREAMS,Southern Coastal Streams,CM-08,,Current,,,,
SOUTH COAST,Chum,INNER SOUTH COAST CHUM SALMON,CM-SC-01,,UPPER KNIGHT,Upper Knight,CM-09,,Current,,,,
SOUTH COAST,Chum,INNER SOUTH COAST CHUM SALMON,CM-SC-01,,BUTE INLET,Bute Inlet,CM-07,,Current,,,,
SOUTH COAST,Chum,INNER SOUTH COAST CHUM SALMON,CM-SC-01,,GEORGIA STRAIT,Georgia Strait,CM-04,,Current,,,,
SOUTH COAST,Chum,WCVI CHUM SALMON,CM-SC-02,,SOUTHWEST VANCOUVER ISLAND,Southwest Vancouver Island,CM-10,,Current,,,,
SOUTH COAST,Chum,INNER SOUTH COAST CHUM SALMON,CM-SC-01,,LOUGHBOROUGH,Loughborough,CM-06,,Current,,,,
SOUTH COAST,Coho,STRAIT OF GEORGIA COHO SALMON,CO-SC-01,,BOUNDARY BAY,Boundary Bay,CO-01,,VREQ[Current],Boundary Bay,1,CO-DU-01,BB
SOUTH COAST,Coho,JOHNSTONE STRAIT/MAINLAND INLET COHO SALMON,CO-SC-03,,HOMATHKO-KLINAKLINI RIVERS,Homathko-Klinaklini Rivers,CO-19,,Current,Homathko-Klinaklini,13,CO-DU-13,HK+SFj
SOUTH COAST,Coho,WCVI COHO SALMON,CO-SC-02,,CLAYOQUOT,Clayoquot,CO-18,,Current,West Vancouver Island,15,CO-DU-15,WVI
SOUTH COAST,Coho,WCVI COHO SALMON,CO-SC-02,,WEST VANCOUVER ISLAND,West Vancouver Island,CO-17,,Current,West Vancouver Island,15,CO-DU-15,WVI
SOUTH COAST,Coho,WCVI COHO SALMON,CO-SC-02,,JUAN DE FUCA-PACHENA,Juan De Fuca-Pachena,CO-16,,Current,Juan de Fuca - Pachena,16,CO-DU-16,JdF
SOUTH COAST,Coho,JOHNSTONE STRAIT/MAINLAND INLET COHO SALMON,CO-SC-03,,NAHWITTI LOWLAND,Nahwitti Lowland,CO-15,,Current,Northwest Vancouver Island,17,CO-DU-17,NWVI
SOUTH COAST,Coho,JOHNSTONE STRAIT/MAINLAND INLET COHO SALMON,CO-SC-03,,EAST VANCOUVER ISLAND-JOHNSTONE STRAIT-SOUTHERN FJORDS,East Vancouver Island-Johnstone Strait-Southern Fjords,CO-14,,Current,E Vancouver Is - Johnstone Strait-SFjords,14,CO-DU-14,EVI+SFj
SOUTH COAST,Coho,STRAIT OF GEORGIA COHO SALMON,CO-SC-01,,EAST VANCOUVER ISLAND-GEORGIA STRAIT,East Vancouver Island-Georgia Strait,CO-13,,Current,East Vancouver Island- Georgia Strait-,11,CO-DU-11,EVI+GStr
SOUTH COAST,Coho,JOHNSTONE STRAIT/MAINLAND INLET COHO SALMON,CO-SC-03,,SOUTHERN COASTAL STREAMS-QUEEN CHARLOTTE STRAIT-JOHNSTONE STRAIT-SOUTHERN FJORDS,Southern Coastal Streams-Queen Charlotte Strait-Johnstone Strait-Southern Fjords,CO-12,,Current,South Coastal Streams-QCStr-JStr-SFjords,12,CO-DU-12,SC+SFj
SOUTH COAST,Coho,STRAIT OF GEORGIA COHO SALMON,CO-SC-01,,GEORGIA STRAIT MAINLAND,Georgia Strait Mainland,CO-11,,Current,Georgia Strait Mainland,9,CO-DU-09,SC+GStr
SOUTH COAST,Coho,STRAIT OF GEORGIA COHO SALMON,CO-SC-01,,HOWE SOUND-BURRARD INLET,Howe Sound-Burrard Inlet,CO-10,,Current,Howe Sound-Burrard Inlet,10,CO-DU-10,Howe-Burrard
SOUTH COAST,Pink,ECVI/MAINLAND PINK SALMON - ODD,PKO-SC-01,Odd Year,GEORGIA STRAIT,Georgia Strait,PKO-03,Odd Year,Current,,,,
SOUTH COAST,Pink,ECVI/MAINLAND PINK SALMON - EVEN,PKE-SC-01,Even Year,SOUTHERN FJORDS,Southern Fjords,PKE-04,Even Year,Current,,,,
SOUTH COAST,Pink,WCVI PINK SALMON,PK-SC-02,Even Year; Odd Year,WEST VANCOUVER ISLAND,West Vancouver Island,PKO-06,Odd Year,Current,,,,
SOUTH COAST,Pink,ECVI/MAINLAND PINK SALMON - ODD,PKO-SC-01,Odd Year,SOUTHERN FJORDS,Southern Fjords,PKO-07,Odd Year,Current,,,,
SOUTH COAST,Pink,ECVI/MAINLAND PINK SALMON - ODD,PKO-SC-01,Odd Year,EAST VANCOUVER ISLAND-JOHNSTONE STRAIT,East Vancouver Island-Johnstone Strait,PKO-04,Odd Year,Current,,,,
SOUTH COAST,Pink,ECVI/MAINLAND PINK SALMON - ODD,PKO-SC-01,Odd Year,NAHWITTI,Nahwitti,PKO-05,Odd Year,Current,,,,
SOUTH COAST,Pink,ECVI/MAINLAND PINK SALMON - EVEN,PKE-SC-01,Even Year,GEORGIA STRAIT,Georgia Strait,PKE-01,Even Year,Current,,,,
SOUTH COAST,Pink,WCVI PINK SALMON,PK-SC-02,Even Year; Odd Year,WEST VANCOUVER ISLAND,West Vancouver Island,PKE-02,Even Year,Current,,,,
SOUTH COAST,Pink,,,,EAST HOWE SOUND-BURRARD INLET,East Howe Sound-Burrard Inlet,PKO-02,Odd Year,Current,,,,
SOUTH COAST,Pink,WCVI PINK SALMON,PK-SC-02,Even Year; Odd Year,NORTHWEST VANCOUVER ISLAND,Northwest Vancouver Island,PKE-03,Even Year,Current,,,,
SOUTH COAST,Sockeye,ECVI/MAINLAND SOCKEYE SALMON,SEL-SC-02,Lake Type,FULMORE,Fulmore,SEL-11-01,Lake Type,Current,Fulmore,53,SEL-DU-53,
SOUTH COAST,Sockeye,WCVI - OTHER SOCKEYE SALMON,SEL-SC-01,Lake Type,OWOSSITSA,Owossitsa,SEL-13-21,Lake Type,VREQ[Bin],,,,
SOUTH COAST,Sockeye,,,,GREAT CENTRAL/SPROAT,Great Central/Sproat,SEL-13-xx,Lake Type,Bin,,,,
SOUTH COAST,Sockeye,,,,GLENDALE,Glendale,SEL-11-12,Lake Type,VREQ[Bin],,,,
SOUTH COAST,Sockeye,ECVI/MAINLAND SOCKEYE SALMON,SEL-SC-02,Lake Type,PACK,Pack,SEL-11-11,Lake Type,VREQ[Bin],,,,
SOUTH COAST,Sockeye,,,,LOIS,Lois,SEL-11-13,Lake Type,VREQ[Bin],,,,
SOUTH COAST,Sockeye,ECVI/MAINLAND SOCKEYE SALMON,SEL-SC-02,Lake Type,VILLAGE BAY,Village Bay,SEL-11-10,Lake Type,VREQ[Extirpated],,,,
SOUTH COAST,Sockeye,ECVI/MAINLAND SOCKEYE SALMON,SEL-SC-02,Lake Type,VERNON,Vernon,SEL-12-09,Lake Type,Current,Vernon,66,SEL-DU-66,
SOUTH COAST,Sockeye,,,,NW VANCOUVER ISLAND,NW Vancouver Island,SER-11,River Type,Current,Northwest Vancouver Is,31,SER-DU-31,
SOUTH COAST,Sockeye,,,,WEST VANCOUVER ISLAND,West Vancouver Island,SER-10,River Type,Current,West Vancouver Is,30,SER-DU-30,
SOUTH COAST,Sockeye,,,,SOUTHERN FJORDS,Southern Fjords,SER-09,River Type,Current,Homathko-Klinaklini-Southern Fjords; South Coast - Southern Fjords,29; 27,SER-DU-29; SER-DU-27,
SOUTH COAST,Sockeye,,,,EAST VANCOUVER ISLAND AND GEORGIA STRAIT,East Vancouver Island and Georgia Strait,SER-08,River Type,Current,East Vancouver Island-Georgia Strait; East Vancouver Island-Southern Fjords; South Coast - Southern Fjords,26; 28; 27,SER-DU-26; SER-DU-28; SER-DU-27,
SOUTH COAST,Sockeye,ECVI/MAINLAND SOCKEYE SALMON,SEL-SC-02,Lake Type,HEYDON,Heydon,SEL-11-02,Lake Type,Current,Heydon,54,SEL-DU-54,
SOUTH COAST,Sockeye,ECVI/MAINLAND SOCKEYE SALMON,SEL-SC-02,Lake Type,KAKWEIKEN,Kakweiken,SEL-11-03,Lake Type,Current,Kakweiken,55,SEL-DU-55,
SOUTH COAST,Sockeye,ECVI/MAINLAND SOCKEYE SALMON,SEL-SC-02,Lake Type,LOOSE,Loose,SEL-11-04,Lake Type,Current,Loose,56,SEL-DU-56,
SOUTH COAST,Sockeye,ECVI/MAINLAND SOCKEYE SALMON,SEL-SC-02,Lake Type,MACKENZIE,Mackenzie,SEL-11-05,Lake Type,Current,Mackenzie,57,SEL-DU-57,
SOUTH COAST,Sockeye,ECVI/MAINLAND SOCKEYE SALMON,SEL-SC-02,Lake Type,PHILLIPS,Phillips,SEL-11-06,Lake Type,Current,Phillips,58,SEL-DU-58,
SOUTH COAST,Sockeye,ECVI/MAINLAND SOCKEYE SALMON,SEL-SC-02,Lake Type,SAKINAW,Sakinaw,SEL-11-07,Lake Type,Current,Sakinaw,51,SEL-DU-51,
SOUTH COAST,Sockeye,ECVI/MAINLAND SOCKEYE SALMON,SEL-SC-02,Lake Type,TZOONIE,Tzoonie,SEL-11-09,Lake Type,Current,Tzoonie,52,SEL-DU-52,
SOUTH COAST,Sockeye,ECVI/MAINLAND SOCKEYE SALMON,SEL-SC-02,Lake Type,IDA/BONANZA,Ida/Bonanza,SEL-12-01,Lake Type,Current,Ida/Bonanza,59,SEL-DU-59,
SOUTH COAST,Sockeye,ECVI/MAINLAND SOCKEYE SALMON,SEL-SC-02,Lake Type,NAHWITTI,Nahwitti,SEL-12-02,Lake Type,Current,Nahwitti,60,SEL-DU-60,
SOUTH COAST,Sockeye,ECVI/MAINLAND SOCKEYE SALMON,SEL-SC-02,Lake Type,NIMPKISH,Nimpkish,SEL-12-03,Lake Type,Current,Nimpkish,61,SEL-DU-61,
SOUTH COAST,Sockeye,ECVI/MAINLAND SOCKEYE SALMON,SEL-SC-02,Lake Type,QUATSE,Quatse,SEL-12-05,Lake Type,Current,Quatse,62,SEL-DU-62,
SOUTH COAST,Sockeye,ECVI/MAINLAND SOCKEYE SALMON,SEL-SC-02,Lake Type,SCHOEN,Schoen,SEL-12-06,Lake Type,Current,Schoen,63,SEL-DU-63,
SOUTH COAST,Sockeye,ECVI/MAINLAND SOCKEYE SALMON,SEL-SC-02,Lake Type,SHUSHARTIE,Shushartie,SEL-12-07,Lake Type,Current,Shushartie,64,SEL-DU-64,
SOUTH COAST,Sockeye,ECVI/MAINLAND SOCKEYE SALMON,SEL-SC-02,Lake Type,WOSS,Woss,SEL-12-08,Lake Type,Current,Woss,65,SEL-DU-65,
SOUTH COAST,Sockeye,WCVI - OTHER SOCKEYE SALMON,SEL-SC-01,Lake Type,ALICE,Alice,SEL-13-01,Lake Type,Current,Alice,87,SEL-DU-87,
SOUTH COAST,Sockeye,WCVI - OTHER SOCKEYE SALMON,SEL-SC-01,Lake Type,CANOE CREEK,Canoe Creek,SEL-13-02,Lake Type,Current,Canoe Creek,88,SEL-DU-88,
SOUTH COAST,Sockeye,WCVI - OTHER SOCKEYE SALMON,SEL-SC-01,Lake Type,CECILIA,Cecilia,SEL-13-03,Lake Type,Current,Cecilia,67,SEL-DU-67,
SOUTH COAST,Sockeye,WCVI - OTHER SOCKEYE SALMON,SEL-SC-01,Lake Type,CHEEWAT,Cheewat,SEL-13-04,Lake Type,Current,Cheewat,68,SEL-DU-68,
SOUTH COAST,Sockeye,WCVI - OTHER SOCKEYE SALMON,SEL-SC-01,Lake Type,CLAYOQUOT,Clayoquot,SEL-13-05,Lake Type,Current,Clayoquot,69,SEL-DU-69,
SOUTH COAST,Sockeye,WCVI - OTHER SOCKEYE SALMON,SEL-SC-01,Lake Type,DESERTED,Deserted,SEL-13-06,Lake Type,Current,Deserted,70,SEL-DU-70,
SOUTH COAST,Sockeye,WCVI - OTHER SOCKEYE SALMON,SEL-SC-01,Lake Type,FAIRY,Fairy,SEL-13-07,Lake Type,Current,Fairy,71,SEL-DU-71,
SOUTH COAST,Sockeye,WCVI - BARKLEY SOCKEYE SALMON,SEL-SC-03,Lake Type,GREAT CENTRAL,Great Central,SEL-13-08,Lake Type,Current,Great Central,72,SEL-DU-72,
SOUTH COAST,Sockeye,WCVI - BARKLEY SOCKEYE SALMON,SEL-SC-03,Lake Type,HUCUKTLIS,Henderson,SEL-13-09,Lake Type,Current,Henderson,73,SEL-DU-73,
SOUTH COAST,Sockeye,WCVI - OTHER SOCKEYE SALMON,SEL-SC-01,Lake Type,HESQUIAT,Hesquiat,SEL-13-10,Lake Type,Current,Hesquiat,74,SEL-DU-74,
SOUTH COAST,Sockeye,WCVI - OTHER SOCKEYE SALMON,SEL-SC-01,Lake Type,HOBITON,Hobiton,SEL-13-11,Lake Type,Current,Hobiton,75,SEL-DU-75,
